jobseeker_id,name,age,gender,education_level,job_role,industry,location,employer_id,employer,placement_status,placement_date,salary
JS10203,Courtney Sutton DVM,23,Female,PhD,Cybersecurity Specialist,IT,Dallas,EMP10262,"Anderson, Roberts and Gilmore",Placed,2024-11-19,85376
JS10204,Marie Johnson MD,35,Female,Bachelors,Accountant,Finance,Dallas,EMP10246,Navarro-Munoz,Placed,2024-08-04,42027
JS10205,Amy Smith,35,Male,Masters,Medical Assistant,Healthcare,New York,EMP10261,Wolf-Harris,Placed,2024-05-16,62565
JS10206,Ryan Newman,28,Female,PhD,Librarian,Education,Dallas,EMP10083,Donovan-Harris,Placed,2024-07-17,117079
JS10207,Shannon Davis,33,Male,Bachelors,Teacher,Education,Seattle,EMP10326,"Martinez, Richardson and Curry",Not Placed,,0
JS10208,Amanda Lewis,23,Male,Bachelors,Store Manager,Retail,Chicago,EMP10373,Reynolds Ltd,Not Placed,,0
JS10209,Stacy Alvarez,50,Female,Bachelors,Cybersecurity Specialist,IT,Miami,EMP10073,Henderson-Bernard,Not Placed,,0
JS10210,Benjamin Frost,30,Other,Masters,Sales Associate,Retail,Dallas,EMP10365,"Phillips, Wagner and Jordan",Not Placed,,0
JS10211,Kristy Johnson,30,Female,Bachelors,Nurse,Healthcare,Miami,EMP10362,Lam LLC,Not Placed,,0
JS10212,Emily Ali,44,Other,Masters,Cybersecurity Specialist,IT,Miami,EMP10219,Williams-Brown,Placed,2024-10-24,61194
JS10213,Robert Nicholson,32,Male,PhD,Pharmacist,Healthcare,San Francisco,EMP10117,Ross LLC,Not Placed,,0
JS10214,Elizabeth Elliott,25,Male,Masters,Cybersecurity Specialist,IT,Seattle,EMP10279,Pollard and Sons,Not Placed,,0
JS10215,Sarah Rhodes,49,Male,Masters,Supply Chain Analyst,Manufacturing,San Francisco,EMP10308,Armstrong-Andrews,Placed,2024-10-06,70633
JS10216,Perry Taylor,26,Female,Masters,Production Manager,Manufacturing,Miami,EMP10227,Miller-Wright,Placed,2024-12-03,83874
JS10217,Kathryn Mccann,42,Female,PhD,Academic Counselor,Education,Seattle,EMP10386,Kane PLC,Placed,2024-03-31,110671
JS10218,David Jones,38,Male,PhD,Quality Engineer,Manufacturing,Seattle,EMP10101,Figueroa PLC,Placed,2024-11-01,137749
JS10219,Tina Sanders,35,Female,Masters,Librarian,Education,Los Angeles,EMP10500,Kelly-Norman,Placed,2025-01-05,73087
JS10220,Mark Bowers,46,Female,Masters,Cybersecurity Specialist,IT,Los Angeles,EMP10453,Harper and Sons,Placed,2024-09-01,66723
JS10221,Henry Pugh MD,43,Female,Masters,Nurse,Healthcare,Seattle,EMP10084,"Edwards, Baker and Anderson",Placed,2024-11-29,93643
JS10222,Jamie Barton,25,Female,High School,Accountant,Finance,Chicago,EMP10482,Carlson-Smith,Placed,2024-07-03,25872
JS10223,Michelle Miller,33,Male,Bachelors,Data Analyst,IT,San Francisco,EMP10015,Williams and Sons,Placed,2024-05-09,43246
JS10224,Richard Moore,47,Female,Bachelors,Financial Analyst,Finance,New York,EMP10148,"Holmes, Williams and Wright",Not Placed,,0
JS10225,Isaac Davis,36,Female,High School,SEO Analyst,Marketing,Los Angeles,EMP10318,Burgess-Thompson,Placed,2024-07-08,26298
JS10226,Philip Garcia,21,Male,Masters,Librarian,Education,Dallas,EMP10273,Morgan-French,Placed,2024-04-13,78881
JS10227,Jerry Peters,28,Male,High School,Merchandiser,Retail,Seattle,EMP10321,Coffey-Phillips,Not Placed,,0
JS10228,Alexander Gomez,24,Female,Bachelors,Teacher,Education,Miami,EMP10266,Gay Inc,Placed,2024-04-16,63545
JS10229,Rachel Shields,25,Male,High School,Nurse,Healthcare,Dallas,EMP10216,"Carlson, Hooper and Wall",Placed,2024-03-15,35948
JS10230,James Miller,23,Male,Bachelors,Librarian,Education,Dallas,EMP10406,Atkins PLC,Not Placed,,0
JS10231,Susan Spence,38,Male,Masters,Cybersecurity Specialist,IT,Los Angeles,EMP10193,Short-Garcia,Placed,2024-10-19,61064
JS10232,Melissa Jackson,32,Female,Bachelors,Brand Manager,Marketing,Miami,EMP10054,"Robinson, Jones and Welch",Not Placed,,0
JS10233,Derrick Thomas,44,Female,High School,Medical Assistant,Healthcare,Chicago,EMP10421,Marshall-Elliott,Not Placed,,0
JS10234,Donald Evans,47,Female,Bachelors,SEO Analyst,Marketing,Miami,EMP10095,Campbell-Clark,Not Placed,,0
JS10235,Heather Raymond,23,Female,Masters,Data Analyst,IT,San Francisco,EMP10023,Perez Inc,Not Placed,,0
JS10236,Kathleen Jensen,49,Male,Masters,Academic Counselor,Education,Seattle,EMP10281,Garner-Thornton,Placed,2024-09-04,62399
JS10237,Eric Rush,45,Female,Bachelors,Production Manager,Manufacturing,Seattle,EMP10338,Bass PLC,Placed,2024-07-18,44078
JS10238,Jamie Atkins,46,Male,Masters,SEO Analyst,Marketing,Los Angeles,EMP10175,Ramirez-Bean,Not Placed,,0
JS10239,Jeffrey Colon,36,Female,Bachelors,Supply Chain Analyst,Manufacturing,Chicago,EMP10415,Dixon Inc,Placed,2024-11-18,53910
JS10240,Brandy Flores,23,Male,PhD,Investment Banker,Finance,Chicago,EMP10166,Medina-Navarro,Placed,2024-12-06,122981
JS10241,Ernest Oconnell,42,Male,Bachelors,SEO Analyst,Marketing,San Francisco,EMP10356,Strickland-Palmer,Placed,2024-07-12,54651
JS10242,Michael Henry,22,Female,Masters,Academic Counselor,Education,Chicago,EMP10330,Herman-Walker,Not Placed,,0
JS10243,Dana Bennett,22,Male,Bachelors,Medical Assistant,Healthcare,Seattle,EMP10386,Kane PLC,Not Placed,,0
JS10244,Jenna Wilson,21,Male,Bachelors,Quality Engineer,Manufacturing,New York,EMP10065,Baxter Inc,Placed,2024-10-15,65510
JS10245,Zachary White,41,Male,Bachelors,Teacher,Education,Dallas,EMP10080,"Hensley, Powell and David",Not Placed,,0
JS10246,Alyssa Acosta,32,Male,Masters,Teacher,Education,Dallas,EMP10189,Garcia LLC,Placed,2024-12-11,78264
JS10247,Robert Guerra,28,Other,High School,Accountant,Finance,Dallas,EMP10200,Christensen PLC,Not Placed,,0
JS10248,Ryan Pope,24,Male,Bachelors,Sales Associate,Retail,Dallas,EMP10148,"Holmes, Williams and Wright",Not Placed,,0
JS10249,Brenda Turner,36,Male,High School,Data Analyst,IT,San Francisco,EMP10466,Cole-Palmer,Not Placed,,0
JS10250,Christian Henderson,23,Female,PhD,Medical Assistant,Healthcare,Chicago,EMP10366,"Wilson, Pena and Rich",Placed,2024-08-04,118058
JS10251,William Mendoza,49,Male,Bachelors,Brand Manager,Marketing,Miami,EMP10091,"Turner, Riggs and Roman",Not Placed,,0
JS10252,Jonathon Knapp,37,Male,PhD,Production Manager,Manufacturing,San Francisco,EMP10408,Roberts-Sullivan,Placed,2024-12-04,127303
JS10253,Andrew Schmitt,38,Female,Bachelors,Teacher,Education,Dallas,EMP10458,Young-Allen,Placed,2024-12-08,50134
JS10254,Kimberly Little,33,Other,Masters,Academic Counselor,Education,Seattle,EMP10212,King-Martinez,Not Placed,,0
JS10255,Randy Sandoval,23,Male,Bachelors,Data Analyst,IT,Los Angeles,EMP10351,Fernandez and Sons,Placed,2024-07-26,44205
JS10256,Lonnie Hart,49,Female,Bachelors,Teacher,Education,Seattle,EMP10500,Kelly-Norman,Placed,2024-11-16,56477
JS10257,Jennifer Goodwin,50,Female,Masters,Teacher,Education,Chicago,EMP10086,Smith PLC,Placed,2025-01-14,74776
JS10258,Adam Green,32,Female,Bachelors,Nurse,Healthcare,Chicago,EMP10102,"Patterson, Smith and Jones",Not Placed,,0
JS10259,Kelly Carpenter,38,Male,Bachelors,Librarian,Education,New York,EMP10260,Dean-Jimenez,Not Placed,,0
JS10260,Jill Myers,39,Female,Bachelors,Brand Manager,Marketing,Miami,EMP10467,Davis-Lozano,Not Placed,,0
JS10261,Leah Mason,47,Female,High School,Production Manager,Manufacturing,New York,EMP10024,Morales-Jones,Not Placed,,0
JS10262,Alexander Garcia,45,Female,Masters,Supply Chain Analyst,Manufacturing,Los Angeles,EMP10319,Buchanan LLC,Placed,2024-08-19,92639
JS10263,Angelica Guerra,49,Female,Bachelors,Pharmacist,Healthcare,San Francisco,EMP10417,"Mullen, Brewer and Hernandez",Not Placed,,0
JS10264,Hannah Cooper,33,Male,High School,Software Engineer,IT,Los Angeles,EMP10215,"Washington, Hardy and Bray",Not Placed,,0
JS10265,Kelly Bailey,27,Male,High School,Supply Chain Analyst,Manufacturing,Chicago,EMP10378,Bell-Lane,Not Placed,,0
JS10266,Nathan Chavez,32,Other,High School,Medical Assistant,Healthcare,Dallas,EMP10450,Jones Inc,Placed,2024-04-06,32642
JS10267,Robert Wilson,24,Male,Bachelors,Software Engineer,IT,Chicago,EMP10490,Cooper Ltd,Placed,2025-02-03,60164
JS10268,Brian Marsh,34,Male,Masters,Accountant,Finance,Dallas,EMP10372,Davis Inc,Placed,2025-03-07,70442
JS10269,Mrs. Carrie Moore,36,Other,Bachelors,Pharmacist,Healthcare,New York,EMP10047,Anderson Group,Not Placed,,0
JS10270,Tina Hall,37,Male,Bachelors,Academic Counselor,Education,New York,EMP10026,Wilkerson-Day,Placed,2024-08-15,59579
JS10271,Charlotte Sandoval,49,Female,Masters,Medical Assistant,Healthcare,New York,EMP10438,"Williams, Mccoy and Cook",Placed,2024-08-11,68777
JS10272,Lucas Gonzalez,49,Male,Bachelors,Store Manager,Retail,New York,EMP10207,"Alvarez, Joseph and West",Placed,2024-10-26,58409
JS10273,Aaron Lewis,27,Male,Bachelors,Merchandiser,Retail,Los Angeles,EMP10395,"Ramos, Nelson and Fischer",Placed,2024-06-27,67043
JS10274,Rhonda Brown,40,Female,High School,Data Analyst,IT,Chicago,EMP10410,Collier-Gillespie,Not Placed,,0
JS10275,Shane Lopez,38,Female,Masters,Investment Banker,Finance,Dallas,EMP10207,"Alvarez, Joseph and West",Placed,2024-07-15,62969
JS10276,Brian Lambert,22,Male,Bachelors,Merchandiser,Retail,Los Angeles,EMP10077,"Woods, Calhoun and Schmidt",Not Placed,,0
JS10277,Vincent Edwards MD,37,Male,Masters,Nurse,Healthcare,Los Angeles,EMP10318,Burgess-Thompson,Not Placed,,0
JS10278,Brian Bell,30,Female,Bachelors,Librarian,Education,Los Angeles,EMP10365,"Phillips, Wagner and Jordan",Placed,2024-09-04,55561
JS10279,Robin Mccarthy,47,Male,Bachelors,Data Analyst,IT,Dallas,EMP10159,Mccarthy Inc,Not Placed,,0
JS10280,Lucas Miller,44,Female,Bachelors,Academic Counselor,Education,Chicago,EMP10338,Bass PLC,Not Placed,,0
JS10281,Bruce Torres,45,Female,Bachelors,Cybersecurity Specialist,IT,Los Angeles,EMP10089,Suarez LLC,Placed,2024-05-21,63631
JS10282,Charles Price,40,Female,Bachelors,Supply Chain Analyst,Manufacturing,San Francisco,EMP10017,James Group,Placed,2024-10-28,62954
JS10283,James Lopez,24,Male,Bachelors,Sales Associate,Retail,Los Angeles,EMP10356,Strickland-Palmer,Placed,2024-11-12,56443
JS10284,Tamara Arias,45,Female,Bachelors,Supply Chain Analyst,Manufacturing,Miami,EMP10032,Carlson-Cruz,Not Placed,,0
JS10285,Christopher Roberts,37,Male,Bachelors,SEO Analyst,Marketing,Dallas,EMP10194,Reid-Poole,Placed,2024-05-22,45674
JS10286,Jerry Brown,35,Female,Bachelors,Medical Assistant,Healthcare,Seattle,EMP10449,Lee-Cooke,Not Placed,,0
JS10287,Adam Taylor,41,Female,Bachelors,Sales Associate,Retail,San Francisco,EMP10144,"Lee, Horton and Snyder",Placed,2025-01-21,47368
JS10288,Justin Delgado,30,Female,Masters,Brand Manager,Marketing,Los Angeles,EMP10164,Smith-Bell,Placed,2024-08-16,96732
JS10289,Jennifer Larsen,50,Female,Masters,Nurse,Healthcare,Dallas,EMP10349,Schroeder-Kramer,Placed,2024-09-16,85856
JS10290,Keith Flynn,47,Male,Masters,Accountant,Finance,New York,EMP10149,Bryant Group,Not Placed,,0
JS10291,Andrew Walker,23,Male,Bachelors,Medical Assistant,Healthcare,Los Angeles,EMP10111,Patton-Jenkins,Placed,2024-07-01,57648
JS10292,Jim Newton,29,Female,Masters,Financial Analyst,Finance,Dallas,EMP10382,Bruce-Villegas,Placed,2025-01-02,75889
JS10293,Jorge Armstrong III,22,Female,Bachelors,Marketing Specialist,Marketing,New York,EMP10052,Walker LLC,Placed,2024-10-07,63506
JS10294,Holly Carson,36,Male,Masters,Cybersecurity Specialist,IT,San Francisco,EMP10211,"Pierce, Bell and Chavez",Placed,2024-03-27,91175
JS10295,Jessica Robinson,36,Female,Masters,Pharmacist,Healthcare,Chicago,EMP10333,Torres Group,Placed,2024-08-23,65862
JS10296,Ronald Potter,41,Female,Bachelors,Marketing Specialist,Marketing,San Francisco,EMP10216,"Carlson, Hooper and Wall",Not Placed,,0
JS10297,Zachary Cole,26,Female,High School,Quality Engineer,Manufacturing,Seattle,EMP10256,"Johnson, Miller and King",Placed,2024-07-24,37271
JS10298,Angie Grimes,48,Female,Masters,Data Analyst,IT,Dallas,EMP10311,"Beltran, Lozano and Mcgee",Placed,2024-04-25,81957
JS10299,Cynthia Cochran,30,Male,Bachelors,Academic Counselor,Education,San Francisco,EMP10440,King-York,Placed,2024-10-25,48940
JS10300,Shannon Bishop,27,Female,Bachelors,SEO Analyst,Marketing,Miami,EMP10133,"Bentley, Byrd and Orr",Not Placed,,0
JS10301,Luis Glover,21,Female,Masters,Librarian,Education,Seattle,EMP10100,Walsh LLC,Placed,2025-01-20,86574
JS10302,Anthony Bell,47,Male,Bachelors,Merchandiser,Retail,New York,EMP10096,Harris-Walters,Not Placed,,0
JS10303,Joshua Morris,36,Male,Bachelors,Pharmacist,Healthcare,San Francisco,EMP10231,"Branch, Torres and Oliver",Not Placed,,0
JS10304,Donna Adams,31,Male,Masters,Data Analyst,IT,Miami,EMP10186,Johnston-Odonnell,Placed,2025-02-07,64071
JS10305,Stephanie Ochoa,42,Male,Bachelors,Merchandiser,Retail,Dallas,EMP10478,"Bentley, Lynch and Henderson",Not Placed,,0
JS10306,Paul Jenkins,43,Female,Masters,SEO Analyst,Marketing,Chicago,EMP10317,"Diaz, Anderson and Browning",Placed,2024-04-03,68753
JS10307,Sharon Martinez DVM,36,Male,Masters,Academic Counselor,Education,Los Angeles,EMP10362,Lam LLC,Placed,2024-06-15,90856
JS10308,Frank Wright,45,Male,Masters,Financial Analyst,Finance,Miami,EMP10390,Moore-Collins,Placed,2025-02-01,65365
JS10309,Katherine Ray,37,Male,Masters,Cybersecurity Specialist,IT,New York,EMP10032,Carlson-Cruz,Not Placed,,0
JS10310,Jason Hayes,49,Male,Bachelors,Financial Analyst,Finance,Chicago,EMP10442,Rangel LLC,Placed,2024-11-12,43808
JS10311,Patricia Powell,42,Male,Bachelors,Cybersecurity Specialist,IT,Los Angeles,EMP10419,Morrison Ltd,Placed,2024-12-27,44323
JS10312,Timothy Wood,37,Male,Bachelors,Academic Counselor,Education,Miami,EMP10418,Thomas and Sons,Placed,2024-09-16,40713
JS10313,Aaron Schroeder,33,Male,High School,Investment Banker,Finance,New York,EMP10024,Morales-Jones,Not Placed,,0
JS10314,Monica Ellis,43,Male,PhD,Data Analyst,IT,New York,EMP10148,"Holmes, Williams and Wright",Placed,2024-11-23,97750
JS10315,Sarah Flynn,45,Female,Masters,Store Manager,Retail,Los Angeles,EMP10232,"Choi, Garcia and Farmer",Not Placed,,0
JS10316,Walter Summers,50,Male,High School,Brand Manager,Marketing,San Francisco,EMP10337,"Newton, Moore and Perry",Not Placed,,0
JS10317,Frank Campbell MD,24,Male,Bachelors,Teacher,Education,Miami,EMP10116,Walker Ltd,Not Placed,,0
JS10318,Samuel Kramer,45,Male,Bachelors,Brand Manager,Marketing,Dallas,EMP10220,Terry-Martinez,Placed,2025-02-21,66979
JS10319,Amber Garcia,28,Male,Bachelors,Nurse,Healthcare,Miami,EMP10395,"Ramos, Nelson and Fischer",Placed,2025-01-09,66524
JS10320,Alexis Noble,42,Male,Masters,Software Engineer,IT,San Francisco,EMP10035,"Dyer, Potter and Mack",Placed,2024-05-11,62200
JS10321,Aaron Rubio,35,Female,Masters,Software Engineer,IT,Miami,EMP10023,Perez Inc,Placed,2024-05-28,75357
JS10322,Susan Khan MD,38,Male,Masters,Software Engineer,IT,Dallas,EMP10150,"Schmidt, Hansen and Stewart",Placed,2025-02-13,97755
JS10323,Denise Pena,31,Female,Masters,Quality Engineer,Manufacturing,San Francisco,EMP10156,Hill Inc,Not Placed,,0
JS10324,Jacob Mckee,42,Male,Bachelors,Nurse,Healthcare,Dallas,EMP10491,"Fuller, Ingram and Moss",Placed,2024-05-14,64091
JS10325,Mario Barber,50,Male,Masters,Academic Counselor,Education,New York,EMP10178,Walker-Jones,Not Placed,,0
JS10326,Jessica Davis,42,Male,Bachelors,SEO Analyst,Marketing,Los Angeles,EMP10077,"Woods, Calhoun and Schmidt",Placed,2024-04-16,46025
JS10327,John Anderson,45,Male,Bachelors,Accountant,Finance,Seattle,EMP10365,"Phillips, Wagner and Jordan",Placed,2024-06-06,55172
JS10328,Jill Smith,50,Male,Bachelors,Merchandiser,Retail,Dallas,EMP10069,Russell Group,Placed,2024-07-22,48355
JS10329,Virginia Henderson,27,Male,High School,Store Manager,Retail,New York,EMP10277,Cook-Hines,Not Placed,,0
JS10330,Benjamin Reyes,27,Male,Bachelors,Librarian,Education,New York,EMP10453,Harper and Sons,Placed,2024-12-19,66366
JS10331,Ashley Richardson,45,Female,Masters,Accountant,Finance,San Francisco,EMP10451,"Wise, Conley and Stephenson",Not Placed,,0
JS10332,James Li,30,Other,High School,Investment Banker,Finance,New York,EMP10385,"Farmer, Dorsey and Bell",Not Placed,,0
JS10333,Margaret Byrd,36,Female,Masters,Marketing Specialist,Marketing,Los Angeles,EMP10474,Lowery-Kennedy,Placed,2024-04-06,81077
JS10334,Alejandra Santos,45,Male,Bachelors,SEO Analyst,Marketing,Chicago,EMP10135,Mitchell-Jordan,Placed,2024-08-28,68927
JS10335,Daniel Goodman,36,Male,Masters,SEO Analyst,Marketing,Seattle,EMP10434,"Miller, Lucas and Williams",Placed,2025-03-03,73312
JS10336,Michael Heath,32,Male,High School,Production Manager,Manufacturing,Miami,EMP10075,Novak PLC,Placed,2024-04-13,34065
JS10337,Brenda Martinez,50,Female,Masters,Nurse,Healthcare,San Francisco,EMP10170,Hooper PLC,Placed,2024-12-19,97341
JS10338,Victor Edwards,47,Male,Bachelors,SEO Analyst,Marketing,Chicago,EMP10394,"Miller, Ramos and Coleman",Not Placed,,0
JS10339,Donald Miller,44,Female,Bachelors,Investment Banker,Finance,Seattle,EMP10182,"Gould, Marshall and Scott",Placed,2024-10-11,63603
JS10340,Michelle Mitchell,38,Male,Masters,Librarian,Education,New York,EMP10271,"Thomas, Lee and Greene",Placed,2025-03-11,64871
JS10341,Sarah Barrett,47,Female,Masters,Sales Associate,Retail,Seattle,EMP10325,"Diaz, Gibbs and Smith",Placed,2024-07-06,69897
JS10342,Lawrence Lopez,21,Male,Bachelors,Cybersecurity Specialist,IT,Miami,EMP10344,Davis-Lewis,Not Placed,,0
JS10343,Matthew Bowers,50,Male,Bachelors,Cybersecurity Specialist,IT,Dallas,EMP10213,Stewart Ltd,Placed,2025-01-13,57347
JS10344,Kathleen Rodriguez,44,Male,PhD,Cybersecurity Specialist,IT,Seattle,EMP10360,Boone-Simmons,Placed,2024-09-21,103496
JS10345,Andrea Oneal,24,Female,Bachelors,Financial Analyst,Finance,Dallas,EMP10272,"Suarez, Shields and Hill",Placed,2024-03-15,51614
JS10346,Dr. Bonnie Valencia,29,Female,High School,Store Manager,Retail,Dallas,EMP10126,Smith-Frost,Not Placed,,0
JS10347,Holly Vega,28,Male,Masters,Cybersecurity Specialist,IT,Seattle,EMP10335,Price LLC,Not Placed,,0
JS10348,Tiffany Townsend,23,Male,Bachelors,Sales Associate,Retail,Miami,EMP10005,"Guzman, Hoffman and Baldwin",Not Placed,,0
JS10349,Austin Baker,23,Male,Bachelors,Quality Engineer,Manufacturing,Dallas,EMP10444,Collins Group,Not Placed,,0
JS10350,Antonio Mccormick,49,Male,High School,Investment Banker,Finance,Dallas,EMP10246,Navarro-Munoz,Placed,2024-09-23,26218
JS10351,Micheal Wang,42,Female,Masters,Librarian,Education,New York,EMP10093,"Garcia, Humphrey and Baker",Not Placed,,0
JS10352,James Davidson,31,Male,Bachelors,Investment Banker,Finance,Seattle,EMP10205,Miller Ltd,Not Placed,,0
JS10353,Brittany Miller,30,Male,Bachelors,Quality Engineer,Manufacturing,Miami,EMP10465,"Rosales, Mitchell and Hines",Placed,2024-04-10,52577
JS10354,Christina Morton,45,Female,Masters,Brand Manager,Marketing,New York,EMP10259,Gutierrez-Lopez,Not Placed,,0
JS10355,Jeanette Walters,32,Male,Bachelors,Production Manager,Manufacturing,Chicago,EMP10312,Parsons-Hall,Not Placed,,0
JS10356,Melanie Jones,40,Male,Masters,Cybersecurity Specialist,IT,Chicago,EMP10412,Graham Group,Not Placed,,0
JS10357,Monica Mathis,36,Male,Bachelors,Store Manager,Retail,San Francisco,EMP10351,Fernandez and Sons,Placed,2024-04-02,52454
JS10358,Tim Wilson,23,Female,Bachelors,Investment Banker,Finance,New York,EMP10043,Rodriguez LLC,Placed,2024-11-03,52451
JS10359,Ellen Harmon,43,Female,Bachelors,Store Manager,Retail,Chicago,EMP10450,Jones Inc,Placed,2024-12-23,50101
JS10360,Adam Taylor,35,Male,Bachelors,Financial Analyst,Finance,San Francisco,EMP10223,Sheppard LLC,Placed,2024-03-15,58177
JS10361,Troy Mills,37,Male,High School,Medical Assistant,Healthcare,New York,EMP10308,Armstrong-Andrews,Not Placed,,0
JS10362,Michelle Jackson,31,Female,High School,Store Manager,Retail,Seattle,EMP10044,Allen-Allen,Not Placed,,0
JS10363,Richard Adams,38,Female,PhD,Librarian,Education,San Francisco,EMP10353,Smith and Sons,Placed,2025-02-18,98198
JS10364,Steven Rogers,29,Male,Bachelors,Software Engineer,IT,Los Angeles,EMP10143,Gibson Ltd,Placed,2024-08-24,55867
JS10365,Austin Joseph,46,Male,Bachelors,Investment Banker,Finance,Miami,EMP10256,"Johnson, Miller and King",Placed,2024-10-20,46407
JS10366,Kathleen Dixon,35,Male,Bachelors,Store Manager,Retail,Seattle,EMP10320,"Shaw, Nelson and Martin",Placed,2024-04-01,68252
JS10367,Mr. Jacob Scott Jr.,31,Male,Bachelors,Supply Chain Analyst,Manufacturing,Dallas,EMP10070,Hancock Inc,Placed,2024-10-19,59766
JS10368,Ashley Yang,43,Male,Bachelors,Store Manager,Retail,Chicago,EMP10379,Moore Group,Not Placed,,0
JS10369,Scott Smith,36,Other,Masters,Pharmacist,Healthcare,Chicago,EMP10423,"Downs, Morris and Maddox",Not Placed,,0
JS10370,Jack Mora,32,Male,Bachelors,Librarian,Education,San Francisco,EMP10352,Guerrero Inc,Not Placed,,0
JS10371,Tyler Johnson,21,Other,Bachelors,Marketing Specialist,Marketing,Los Angeles,EMP10413,"Miller, Harrell and Reese",Placed,2025-01-16,62702
JS10372,Natalie Barnes,23,Female,Masters,Merchandiser,Retail,Los Angeles,EMP10072,House-Glover,Placed,2024-07-13,75861
JS10373,Thomas Flores,29,Female,Masters,Quality Engineer,Manufacturing,New York,EMP10232,"Choi, Garcia and Farmer",Not Placed,,0
JS10374,Laura Wilson,36,Female,Bachelors,Supply Chain Analyst,Manufacturing,Los Angeles,EMP10281,Garner-Thornton,Placed,2024-11-27,51781
